Edad Ult Cos,Variedad,Suelo,Zona,Tenencia,Vejez,Destino 1=Semilla,Cod. T.Cultivo,Dist Km,Tipo Quema,T.Corte,Dosis Madurante,Lluvias (2 Meses Ant.),Lluvias Ciclo,Lluvias 0 -3,Lluvias tres a seis,Lluvias seis a nueve,Luvias 9 -FC,M3 Riego,DDUlt.Riego,Período,TCH,%Sac.Caña,Variedad_cod,Suelo_cod,Zona_cod,Tipo Quema_cod,T.Corte_cod
13.83,CC01-1940,PALMERAS ,IP06,51.0,2.068,0,1.0,24.0,VERDE,MECANIZADO,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0,202212,115.941729,12.5769,6,65,5,4,1
11.93,CC01-1940,NUEVO PICHICHI,IP03,51.0,2.642,0,1.0,29.4,VERDE,MECANIZADO,0.8,0.0,165.0,120.0,45.0,0.0,0.0,0.0,0,202212,102.826516,13.9307,6,62,3,4,1
11.63,CC01-1940,DESCONOCIDO,IP05,81.0,2.524,0,1.0,19.0,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,127.116666,11.9496,6,22,4,4,1
14.85,CC01-1940,JUANCHITO ,IP05,51.0,3.217,0,1.0,34.0,VERDE,MECANIZADO,1.1,0.0,641.0,220.0,324.0,97.0,0.0,0.0,0,202212,110.459283,13.6891,6,48,4,4,1
14.88,CC01-1940,PALMIRA ,IP06,81.0,58.384,0,1.0,11.2,Q.PROGRAMADA,MANUAL,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,75.175388,14.7193,6,68,5,2,0
15.24,CC01-1940,DESCONOCIDO,IP01,51.0,2.299,0,1.0,8.7,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,139.074285,12.1826,6,22,1,4,1
11.79,CC01-1940,BALLESTEROS,IP03,51.0,2.243,0,1.0,29.4,VERDE,MECANIZADO,0.8,0.0,154.0,86.0,68.0,0.0,0.0,0.0,0,202212,93.33682,13.4158,6,4,3,4,1
12.02,CC85-92,GALPON ,IP03,51.0,2.869,0,1.0,29.4,VERDE,MECANIZADO,0.8,0.0,156.0,90.0,66.0,0.0,0.0,0.0,0,202212,108.903762,13.4031,34,32,3,4,1
13.7,CC01-1940,DESCONOCIDO,IP06,51.0,2.718,0,1.0,24.0,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,146.595454,13.494,6,22,5,4,1
15.24,CC01-1940,SANTA ROSA,IP05,51.0,2.7075,0,1.0,29.2,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,134.866549,11.35,6,94,4,4,1
13.44,CC01-1940,CORINTIAS ,IP05,51.0,2.017,0,1.0,27.9,VERDE,MECANIZADO,0.0,0.0,568.0,278.0,290.0,0.0,0.0,0.0,0,202212,127.637959,12.3019,6,19,4,4,1
14.09,CC05-430,PALMIRA ,IP01,51.0,1.756,0,1.0,7.5,VERDE,MECANIZADO,0.0,0.0,645.0,396.0,249.0,0.0,0.0,0.0,0,202212,141.682684,11.9865,16,68,1,4,1
12.62,CC85-92,PALMIRA ,IP01,51.0,41.659,0,1.0,7.5,VERDE,MECANIZADO,0.0,0.0,356.0,356.0,0.0,0.0,0.0,0.0,0,202212,119.43464,11.766,34,68,1,4,1
15.34,CC05-430,PALMIRA ,IP01,51.0,5.133,0,1.0,8.7,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,159.287809,12.5433,16,68,1,4,1
11.5,CC01-1940,GALPON ,IP03,51.0,3.021,0,1.0,29.4,VERDE,MECANIZADO,0.8,0.0,250.0,198.0,52.0,0.0,0.0,0.0,0,202212,76.983388,12.698,6,32,3,4,1
12.32,CC01-1940,CORINTIAS ,IP03,51.0,2.615,0,1.0,29.4,VERDE,MECANIZADO,0.8,0.0,293.0,200.0,93.0,0.0,0.0,0.0,0,202212,95.855681,12.782,6,19,3,4,1
12.29,CC01-1940,CORINTIAS ,IP03,51.0,4.813,0,1.0,29.4,VERDE,MECANIZADO,0.8,0.0,293.0,200.0,93.0,0.0,0.0,0.0,0,202212,104.651162,14.193,6,19,3,4,1
12.32,CC01-1940,BALLESTEROS,IP03,51.0,2.601,0,1.0,29.4,VERDE,MECANIZADO,0.8,0.0,293.0,200.0,93.0,0.0,0.0,0.0,0,202212,116.40404,12.4194,6,4,3,4,1
12.35,CC01-1940,BALLESTEROS,IP03,51.0,2.821,0,1.0,29.4,VERDE,MECANIZADO,0.8,0.0,293.0,200.0,93.0,0.0,0.0,0.0,0,202212,109.994991,13.868,6,4,3,4,1
10.64,CC01-1940,CORINTIAS ,IP06,28.0,41.622,0,1.0,10.5,Q.ACCIDENTAL,MECANIZADO,1.1,173.0,783.0,259.0,179.0,183.0,162.0,68515.2,69,202212,80.654103,11.163,6,19,5,1,1
14.42,CC01-1940,CORINTIAS ,IP05,51.0,2.871,0,1.0,27.0,VERDE,MECANIZADO,1.1,0.0,167.0,92.0,57.0,18.0,0.0,0.0,0,202212,132.214946,12.7672,6,19,4,4,1
14.78,CC85-92,SANTA ROSA,IP05,51.0,2.926,0,1.0,18.6,VERDE,MECANIZADO,0.0,0.0,212.0,0.0,212.0,0.0,0.0,0.0,0,202212,131.6135,12.6568,34,94,4,4,1
13.44,CC01-1940,MANUELITA ,IP05,51.0,2.45,0,1.0,27.9,VERDE,MECANIZADO,0.0,0.0,568.0,278.0,290.0,0.0,0.0,0.0,0,202212,131.136771,11.598,6,54,4,4,1
13.4,CC01-1940,MANUELITA ,IP05,51.0,2.16,0,1.0,27.9,VERDE,MECANIZADO,0.0,0.0,568.0,278.0,290.0,0.0,0.0,0.0,0,202212,154.320662,12.3253,6,54,4,4,1
13.9,CC01-1940,PINDO,IP01,51.0,2.776,0,1.0,10.4,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,134.149484,12.4423,6,76,1,4,1
15.05,CC01-1940,SAN RAFAEL,IP01,51.0,0.983,0,1.0,7.5,VERDE,MECANIZADO,0.0,0.0,758.0,429.0,329.0,0.0,0.0,0.0,0,202212,121.631711,13.1928,6,92,1,4,1
13.31,CC01-1940,CORINTIAS ,IP06,31.0,2.07,0,1.0,14.3,VERDE,MECANIZADO,1.5,154.0,805.0,170.0,241.0,109.0,285.0,0.0,0,202212,121.513968,13.1623,6,19,5,4,1
12.98,CC01-1940,GALPON ,IP02,31.0,1.443,0,1.0,12.9,VERDE,MECANIZADO,1.3,108.0,667.0,95.0,219.0,119.0,234.0,0.0,0,202212,103.672666,12.8624,6,32,2,4,1
13.01,CC01-1940,GALPON ,IP02,31.0,2.101,0,1.0,12.9,VERDE,MECANIZADO,1.3,108.0,669.0,100.0,219.0,119.0,231.0,0.0,0,202212,130.96625,12.877,6,32,2,4,1
14.69,CC01-1940,CORINTIAS ,IP03,51.0,7.554,0,1.0,33.2,VERDE,MECANIZADO,0.0,0.0,412.0,243.0,159.0,10.0,0.0,0.0,0,202212,151.664155,13.0361,6,19,3,4,1
14.65,CC01-1940,CORINTIAS ,IP05,51.0,2.945,0,1.0,27.0,VERDE,MECANIZADO,1.1,0.0,172.0,75.0,79.0,18.0,0.0,0.0,0,202212,128.359646,13.1454,6,19,4,4,1
14.09,CC01-1940,CORINTIAS ,IP06,51.0,4.612,0,1.0,24.0,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,112.385077,12.8063,6,19,5,4,1
16.1,CC01-1940,PINDO,IP01,51.0,2.126,0,1.0,10.4,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,124.795114,12.3279,6,76,1,4,1
10.64,CC05-430,DESCONOCIDO,IP05,51.0,70.386,0,1.0,30.5,Q.ACCIDENTAL,MANUAL,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,133.06,11.3302,16,22,4,1,0
11.96,CC01-1940,DESCONOCIDO,IP03,51.0,1.0,0,1.0,29.5,VERDE,MECANIZADO,0.0,0.0,43.0,27.0,16.0,0.0,0.0,0.0,0,202212,114.3125,11.7997,6,22,3,4,1
12.42,CC05-430,CORINTIAS ,IP01,11.0,41.57,0,1.0,4.5,Q.ACCIDENTAL,MECANIZADO,1.5,239.0,1324.0,253.0,569.0,112.0,390.0,22341.0,30,202212,192.055755,12.437,16,19,1,1,1
11.47,CC01-1940,CORINTIAS ,IP06,11.0,1.437,0,1.0,8.0,VERDE,MECANIZADO,1.1,223.0,1263.0,353.0,351.0,144.0,415.0,126691.2,88,202212,117.903874,12.8493,6,19,5,4,1
11.27,CC05-430,ESMERALDA,IP06,11.0,1.258,0,1.0,6.5,VERDE,MECANIZADO,1.3,200.0,1033.0,330.0,268.0,100.0,335.0,0.0,0,202212,121.243069,12.445,16,26,5,4,1
13.93,CC01-1940,CORINTIAS ,IP05,31.0,2.7075,0,1.0,32.5,VERDE,MECANIZADO,0.0,250.0,1429.0,306.0,338.0,241.0,544.0,47322.0,115,202212,129.530261,12.15,6,19,4,4,1
13.9,CC05-430,CORINTIAS ,IP05,31.0,2.7075,0,1.0,32.5,VERDE,MECANIZADO,0.0,250.0,1429.0,306.0,338.0,241.0,544.0,26388.0,96,202212,142.605932,12.31,16,19,4,4,1
13.9,CC01-1940,CORINTIAS ,IP05,31.0,2.7075,0,1.0,32.5,VERDE,MECANIZADO,0.0,250.0,1429.0,306.0,338.0,241.0,544.0,21888.0,95,202212,135.472857,12.64,6,19,4,4,1
11.56,CC01-1940,GALPON ,IP03,51.0,2.657,0,1.0,23.0,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,112.363043,12.4426,6,32,3,4,1
14.62,CC01-1940,CORINTIAS ,IP05,51.0,2.474,0,1.0,27.0,VERDE,MECANIZADO,1.1,0.0,172.0,75.0,79.0,18.0,0.0,0.0,0,202212,135.876339,13.4048,6,19,4,4,1
15.34,CC01-1940,SANTA ROSA,IP05,51.0,2.7075,0,1.0,29.2,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,131.31766,12.34,6,94,4,4,1
14.78,CC01-1940,SANTA ROSA,IP05,51.0,2.7075,0,1.0,29.2,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,179.535058,11.89,6,94,4,4,1
13.93,CC00-3257,ESNEDA,IP01,51.0,2.044,0,1.0,5.3,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,109.541228,13.0691,1,27,1,4,1
14.23,CC01-1940,CORINTIAS ,IP05,51.0,3.442,0,1.0,34.7,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,124.629521,13.4343,6,19,4,4,1
13.44,CC01-1940,CORINTIAS ,IP05,51.0,3.524,0,1.0,34.7,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,124.318435,12.09,6,19,4,4,1
14.13,CC01-1940,CORINTIAS ,IP06,51.0,1.007,0,1.0,9.7,VERDE,MECANIZADO,0.0,0.0,515.0,265.0,250.0,0.0,0.0,0.0,0,202212,150.698067,15.148,6,19,5,4,1
9.99,CC01-1940,DESCONOCIDO,IP05,51.0,18.354,0,1.0,30.5,Q.ACCIDENTAL,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,76.873949,10.664,6,22,4,1,1
14.13,CC01-1940,DESCONOCIDO,IP06,81.0,1.322,0,1.0,9.7,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,153.465092,11.8601,6,22,5,4,1
14.09,CC05-430,MANUELITA ,IP05,31.0,2.725,0,1.0,33.7,VERDE,MECANIZADO,1.0,172.0,969.0,201.0,191.0,198.0,379.0,189597.6,103,202212,153.71487,13.0788,16,54,4,4,1
14.75,CC01-1940,CORINTIAS ,IP03,51.0,2.574,0,1.0,33.2,VERDE,MECANIZADO,0.0,0.0,402.0,233.0,169.0,0.0,0.0,0.0,0,202212,147.928571,11.88,6,19,3,4,1
11.3,CC01-1940,SANTA ROSA,IP05,51.0,2.7075,0,1.0,29.2,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,110.811787,12.44,6,94,4,4,1
14.16,CC01-1940,CORINTIAS ,IP06,51.0,2.682,0,1.0,9.7,VERDE,MECANIZADO,0.0,0.0,511.0,261.0,250.0,0.0,0.0,0.0,0,202212,150.44628,11.78,6,19,5,4,1
12.12,CC01-1940,BALLESTEROS,IP03,51.0,1.971,0,1.0,29.5,VERDE,MECANIZADO,0.0,0.0,265.0,199.0,66.0,0.0,0.0,0.0,0,202212,84.730769,11.69,6,4,3,4,1
11.96,CC01-1940,BALLESTEROS,IP03,51.0,2.243,0,1.0,29.4,VERDE,MECANIZADO,0.8,0.0,154.0,86.0,68.0,0.0,0.0,0.0,0,202212,91.869565,13.42,6,4,3,4,1
10.02,CC01-1940,DESCONOCIDO,IP05,51.0,2.252,0,1.0,30.5,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202212,76.727989,10.01,6,22,4,4,1
9.69,CC84-75,GALPON ,IP03,51.0,158.72,0,1.0,34.6,Q.ACCIDENTAL,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202301,80.181538,9.281,33,32,3,1,1
14.62,CC85-92,GALPON ,IP06,81.0,2.558,0,1.0,16.5,VERDE,MECANIZADO,1.3,0.0,558.0,404.0,137.0,17.0,0.0,0.0,0,202301,106.58464,14.371,34,32,5,4,1
11.56,CC01-1940,GALPON ,IP06,81.0,2.32,0,1.0,16.5,VERDE,MECANIZADO,1.5,0.0,154.0,137.0,17.0,0.0,0.0,0.0,0,202301,126.883333,12.074,6,32,5,4,1
11.66,CC01-1940,CORINTIAS ,IP06,11.0,1.243,0,1.0,8.0,VERDE,MECANIZADO,1.1,237.0,858.0,249.0,193.0,63.0,353.0,0.0,0,202301,117.743315,12.289,6,19,5,4,1
12.68,CC01-1940,PALMIRA ,IP01,31.0,7.155,0,1.0,15.5,VERDE,MECANIZADO,1.2,265.0,1295.0,342.0,343.0,152.0,458.0,76549.5,89,202301,96.342544,12.8944,6,68,1,4,1
12.75,CC01-1940,LA CABANA,IP03,51.0,1.914,0,1.0,22.1,VERDE,MECANIZADO,1.1,0.0,316.0,107.0,209.0,0.0,0.0,0.0,0,202301,101.93979,13.853,6,49,3,4,1
12.98,CC01-1940,ESCOCIA,IP05,51.0,2.229,0,1.0,34.0,VERDE,MECANIZADO,1.2,0.0,459.0,293.0,166.0,0.0,0.0,0.0,0,202301,162.908468,12.4111,6,25,4,4,1
15.08,CC93-4418,GUADUAL,IP05,81.0,2.592,0,1.0,23.5,VERDE,MECANIZADO,0.8,0.0,227.0,161.0,66.0,0.0,0.0,0.0,0,202301,159.767495,12.1217,40,39,4,4,1
14.65,CC01-1228,GALPON ,IP06,81.0,1.561,0,1.0,16.5,VERDE,MECANIZADO,1.3,0.0,558.0,404.0,137.0,17.0,0.0,0.0,0,202301,121.895384,12.554,4,32,5,4,1
14.65,PR61-632,GALPON ,IP06,81.0,1.148,0,1.0,16.5,VERDE,MECANIZADO,1.3,0.0,558.0,404.0,137.0,17.0,0.0,0.0,0,202301,136.83,13.135,48,32,5,4,1
11.63,CC01-1940,PALMIRA ,IP02,31.0,2.333,0,1.0,10.8,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,56125.81,82,202301,139.957544,12.4272,6,68,2,4,1
13.11,CC01-1940,PALMIRA ,IP05,11.0,2.771,0,1.0,18.1,VERDE,MECANIZADO,1.3,175.0,892.0,109.0,197.0,254.0,332.0,71060.22,76,202301,89.663924,13.2591,6,68,4,4,1
12.85,CC93-4418,SANTA ROSA,IP03,51.0,6.068,0,1.0,22.1,VERDE,MECANIZADO,1.1,0.0,316.0,107.0,209.0,0.0,0.0,0.0,0,202301,103.16116,14.335,40,94,3,4,1
15.08,CC93-4418,YUMBO,IP05,81.0,2.111,0,1.0,23.5,VERDE,MECANIZADO,0.8,0.0,279.0,279.0,0.0,0.0,0.0,0.0,0,202301,156.568213,12.0069,40,101,4,4,1
14.95,V71-51,GALPON ,IP05,51.0,52.066,0,1.0,19.8,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202301,127.103351,12.955,55,32,4,4,1
14.98,V71-51,PALMIRA ,IP05,51.0,2.076,0,1.0,19.8,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202301,81.974732,12.845,55,68,4,4,1
12.02,CC01-1940,GALPON ,IP06,81.0,1.65,0,1.0,16.5,VERDE,MECANIZADO,1.5,0.0,189.0,172.0,17.0,0.0,0.0,0.0,0,202301,122.139729,13.5459,6,32,5,4,1
14.06,CC01-1940,DESCONOCIDO,IP06,51.0,2.676,0,1.0,24.0,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202301,101.465566,12.7336,6,22,5,4,1
11.33,CC11-600,CORINTIAS ,IP06,31.0,113.454,0,1.0,11.2,Q.ACCIDENTAL,MANUAL,1.3,279.0,1248.0,535.0,225.0,121.0,367.0,7272.0,107,202301,106.708888,12.6024,27,19,5,1,0
11.89,CC01-1940,GALPON ,IP02,31.0,1.771,0,1.0,10.8,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,59958.18,83,202301,119.110429,13.263,6,32,2,4,1
14.16,CC01-1940,CORINTIAS ,IP05,31.0,2.7075,0,1.0,32.5,VERDE,MANUAL,0.0,295.0,1496.0,306.0,338.0,243.0,609.0,0.0,0,202301,116.8,12.36,6,19,4,4,0
12.58,CC01-1940,GALPON ,IP03,51.0,2.265,0,1.0,21.9,VERDE,MECANIZADO,0.8,0.0,140.0,29.0,111.0,0.0,0.0,0.0,0,202301,134.980198,13.2738,6,32,3,4,1
14.0,CC05-430,DESCONOCIDO,IP06,51.0,2.643,0,1.0,24.0,VERDE,MECANIZADO,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0,202301,171.772931,12.1239,16,22,5,4,1
14.32,CC01-1940,DESCONOCIDO,IP05,51.0,67.591,0,1.0,29.2,VERDE,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202301,100.2,10.39,6,22,4,4,0
11.53,CC01-1940,SANTA ROSA,IP05,51.0,2.7075,0,1.0,29.2,VERDE,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202301,262.7,11.53,6,94,4,4,0
12.88,CC01-1940,ESCOCIA,IP05,51.0,2.067,0,1.0,34.0,VERDE,MECANIZADO,1.2,0.0,459.0,326.0,133.0,0.0,0.0,0.0,0,202301,139.728392,13.428,6,25,4,4,1
15.24,CC01-1940,JUANCHITO ,IP05,51.0,2.689,0,1.0,34.0,VERDE,MECANIZADO,1.1,0.0,641.0,220.0,324.0,97.0,0.0,0.0,0,202301,116.41,13.398,6,48,4,4,1
14.23,CC05-430,PALMIRA ,IP05,81.0,2.276,0,1.0,20.4,VERDE,MECANIZADO,1.1,0.0,288.0,172.0,106.0,10.0,0.0,0.0,0,202301,152.740008,13.2028,16,68,4,4,1
15.01,CC85-92,GUADUAL,IP05,81.0,2.527,0,1.0,23.5,VERDE,MECANIZADO,0.8,0.0,279.0,279.0,0.0,0.0,0.0,0.0,0,202301,164.424962,11.5714,34,39,4,4,1
11.7,CC05-430,MANUELITA ,IP06,81.0,1.798,0,1.0,16.5,VERDE,MECANIZADO,1.5,0.0,211.0,211.0,0.0,0.0,0.0,0.0,0,202301,151.744512,13.011,16,54,5,4,1
11.56,CC05-430,ESMERALDA,IP06,11.0,1.9,0,1.0,6.5,VERDE,MECANIZADO,1.3,237.0,1072.0,335.0,263.0,100.0,374.0,0.0,0,202301,124.031102,12.6506,16,26,5,4,1
13.7,CC01-1940,TIBET,IP05,31.0,3.17,0,1.0,22.0,VERDE,MECANIZADO,1.1,187.0,744.0,102.0,181.0,152.0,309.0,192240.0,106,202301,115.330211,13.6472,6,97,4,4,1
14.26,CC01-1940,CORINTIAS ,IP06,51.0,3.13,0,1.0,25.4,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202301,141.893491,12.4115,6,19,5,4,1
12.55,CC01-1940,GALPON ,IP03,51.0,2.281,0,1.0,21.9,VERDE,MECANIZADO,0.8,0.0,130.0,19.0,111.0,0.0,0.0,0.0,0,202301,135.173245,13.268,6,32,3,4,1
12.58,CC01-1940,GALPON ,IP03,51.0,2.16,0,1.0,21.9,VERDE,MECANIZADO,0.8,0.0,140.0,29.0,111.0,0.0,0.0,0.0,0,202301,135.693077,12.3236,6,32,3,4,1
15.11,CC85-92,GUADUAL,IP05,81.0,2.439,0,1.0,23.5,VERDE,MECANIZADO,0.8,0.0,279.0,279.0,0.0,0.0,0.0,0.0,0,202301,169.46875,12.0264,34,39,4,4,1
15.05,CC01-1940,YUMBO,IP05,81.0,1.771,0,1.0,23.5,VERDE,MECANIZADO,0.0,0.0,279.0,279.0,0.0,0.0,0.0,0.0,0,202301,175.064356,10.989,6,101,4,4,1
11.53,CC85-92,NUEVO PICHICHI,IP06,81.0,1.897,0,1.0,16.5,VERDE,MECANIZADO,1.5,0.0,211.0,211.0,0.0,0.0,0.0,0.0,0,202301,108.416666,13.887,34,62,5,4,1
11.56,CC01-1940,NUEVO PICHICHI,IP06,81.0,2.134,0,1.0,16.5,VERDE,MECANIZADO,1.5,0.0,211.0,211.0,0.0,0.0,0.0,0.0,0,202301,124.017337,12.8149,6,62,5,4,1
11.89,CC01-1940,GALPON ,IP02,31.0,2.344,0,1.0,10.8,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,74483.23,83,202301,124.950617,12.7419,6,32,2,4,1
15.93,CC01-1940,MARSELLA,IP05,11.0,2.023,0,1.0,18.1,VERDE,MECANIZADO,1.3,243.0,1184.0,230.0,161.0,212.0,581.0,0.0,0,202301,96.566666,12.8804,6,56,4,4,1
14.65,CC05-430,PALMIRA ,IP05,81.0,2.294,0,1.0,20.4,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202301,159.74409,13.1915,16,68,4,4,1
15.05,CC01-1940,GALPON ,IP05,51.0,9.696,0,1.0,19.8,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202301,149.843333,11.911,6,32,4,4,1
11.86,CC01-1940,GALPON ,IP02,31.0,2.116,0,1.0,10.8,VERDE,MECANIZADO,1.1,34.0,34.0,0.0,0.0,0.0,34.0,104794.07,82,202301,143.81409,12.8766,6,32,2,4,1
12.32,CC01-1940,RIO LA PAILA ,IP03,31.0,2.76,0,1.0,27.5,Q.ACCIDENTAL,MANUAL,1.1,169.0,774.0,190.0,170.0,104.0,310.0,17258.4,149,202301,114.267558,13.4146,6,83,3,1,0
11.27,CC05-430,CORINTIAS ,IP03,31.0,67.287,0,1.0,86.2,Q.ACCIDENTAL,MECANIZADO,1.5,177.0,1548.0,503.0,513.0,301.0,231.0,37977.66,85,202301,135.662601,12.1,16,19,3,1,1
11.56,CC98-72,PALMIRA ,IP06,81.0,1.846,0,1.0,16.5,VERDE,MECANIZADO,1.5,0.0,211.0,211.0,0.0,0.0,0.0,0.0,0,202301,123.621875,12.578,42,68,5,4,1
12.06,CC01-1940,GALPON ,IP02,31.0,1.822,0,1.0,10.1,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,86122.85,87,202301,130.694397,12.7464,6,32,2,4,1
12.12,CC01-1940,GALPON ,IP02,31.0,1.841,0,1.0,10.1,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,71645.47,90,202301,149.448297,11.5519,6,32,2,4,1
11.04,CC01-1940,CORINTIAS ,IP03,31.0,82.408,0,1.0,86.2,Q.ACCIDENTAL,MECANIZADO,1.5,176.0,1546.0,509.0,511.0,314.0,212.0,67598.58,86,202301,119.952672,12.4461,6,19,3,1,1
11.66,CC01-1940,GENOVEZ,IP02,51.0,1.917,0,1.0,10.7,VERDE,MECANIZADO,1.1,0.0,288.0,278.0,10.0,0.0,0.0,0.0,0,202301,119.051724,11.757,6,34,2,4,1
16.03,CC01-1940,CHUNDULAR,IP06,51.0,2.848,0,1.0,22.5,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202301,186.943152,11.5991,6,17,5,4,1
13.93,CC93-4418,JUANCHITO ,IP05,51.0,2.972,0,1.0,35.0,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202301,66.542039,11.9767,40,48,4,4,1
13.77,CC01-1940,PALMIRITA ,IP05,51.0,2.268,0,1.0,34.0,VERDE,MECANIZADO,0.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0,202301,169.992678,11.0256,6,70,4,4,1
11.66,CC01-1228,TESORO,IP06,81.0,1.993,0,1.0,16.5,VERDE,MECANIZADO,1.5,0.0,211.0,211.0,0.0,0.0,0.0,0.0,0,202301,132.692995,13.2463,4,96,5,4,1
12.55,CC01-1940,CORINTIAS ,IP06,31.0,1.748,0,1.0,15.2,VERDE,MECANIZADO,1.2,193.0,931.0,182.0,289.0,121.0,339.0,86976.0,125,202301,133.86968,12.161,6,19,5,4,1
12.02,CC01-1940,GALPON ,IP02,31.0,1.709,0,1.0,10.1,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,62530.16,87,202301,140.274305,12.0718,6,32,2,4,1
11.79,CC01-1940,GALPON ,IP02,31.0,2.107,0,1.0,10.8,VERDE,MECANIZADO,1.1,50.0,50.0,0.0,0.0,0.0,50.0,53670.96,85,202301,125.55,11.5227,6,32,2,4,1
11.76,CC01-1940,PALMIRA ,IP02,31.0,2.006,0,1.0,10.8,VERDE,MECANIZADO,1.1,149.0,862.0,248.0,283.0,88.0,243.0,44121.66,88,202301,149.064606,12.0782,6,68,2,4,1
11.99,CC01-1940,GALPON ,IP03,31.0,2.261,0,1.0,19.0,VERDE,MECANIZADO,1.2,151.0,892.0,306.0,154.0,159.0,273.0,131777.28,79,202301,132.87507,12.6659,6,32,3,4,1
11.43,CC05-430,CORINTIAS ,IP03,31.0,31.096,0,1.0,86.2,VERDE,MECANIZADO,1.5,176.0,1553.0,482.0,528.0,297.0,246.0,38308.62,93,202301,118.692028,11.9206,16,19,3,4,1
11.01,CC05-430,CORINTIAS ,IP03,31.0,59.96,0,1.0,86.2,Q.ACCIDENTAL,MECANIZADO,0.0,176.0,1519.0,504.0,489.0,314.0,212.0,36488.34,86,202301,149.211065,10.821,16,19,3,1,1
12.65,CC01-1940,CORINTIAS ,IP06,31.0,2.294,0,1.0,15.2,VERDE,MECANIZADO,1.2,197.0,941.0,182.0,274.0,96.0,389.0,84628.8,83,202301,137.79,12.0076,6,19,5,4,1
11.56,CC01-1940,BRITANIA,IP02,31.0,1.742,0,1.0,10.8,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,44409.84,79,202301,130.790109,12.284,6,6,2,4,1
11.56,CC05-430,GALPON ,IP02,31.0,1.637,0,1.0,10.8,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,5950.44,79,202301,123.425,11.744,16,32,2,4,1
